"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1940-07","1940","07","","","","","","","","","","","36.8","","0.0","","36.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1940-08","1940","08","","","","","","","","","","","27.7","","0.0","","27.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1940-09","1940","09","","","","","","","","","","","51.3","","0.0","","51.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1940-10","1940","10","","","","","","","","","","","283.5","","0.0","","283.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1940-11","1940","11","","","","","","","","","","","121.4","","1.0","","122.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1940-12","1940","12","","","","","","","","","","","258.8","","0.0","","258.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-01","1941","01","","","","","","","","","","","193.3","","0.0","","193.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-02","1941","02","","","","","","","","","","","161.5","","7.6","","169.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-03","1941","03","","","","","","","","","","","108.0","","0.0","","108.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-04","1941","04","","","","","","","","","","","61.5","","0.0","","61.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-05","1941","05","","","","","","","","","","","153.2","","0.0","","153.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-06","1941","06","","","","","","","","","","","48.8","","0.0","","48.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-07","1941","07","","","","","","","","","","","13.5","","0.0","","13.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-08","1941","08","","","","","","","","","","","57.4","","0.0","","57.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-09","1941","09","","","","","","","","","","","201.9","","0.0","","201.9","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-10","1941","10","","","","","","","","","","","271.3","","0.0","","271.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-11","1941","11","","","","","","","","","","","177.8","","0.0","","177.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1941-12","1941","12","","","","","","","","","","","230.6","","2.5","","233.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-01","1942","01","","","","","","","","","","","86.6","","4.6","","91.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-02","1942","02","","","","","","","","","","","74.4","","0.0","","74.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-03","1942","03","","","","","","","","","","","103.4","","0.0","","103.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-04","1942","04","","","","","","","","","","","103.4","","0.0","","103.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-05","1942","05","","","","","","","","","","","51.1","","0.0","","51.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-06","1942","06","","","","","","","","","","","152.7","","0.0","","152.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-07","1942","07","","","","","","","","","","","103.1","","0.0","","103.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-08","1942","08","","","","","","","","","","","12.2","","0.0","","12.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-09","1942","09","","","","","","","","","","","20.1","","0.0","","20.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-10","1942","10","","","","","","","","","","","156.5","","0.0","","156.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-11","1942","11","","","","","","","","","","","156.5","","0.0","","156.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1942-12","1942","12","","","","","","","","","","","223.3","","15.7","","239.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-01","1943","01","","","","","","","","","","","61.7","","53.8","","115.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-02","1943","02","","","","","","","","","","","105.9","","15.2","","121.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-03","1943","03","","","","","","","","","","","103.9","","1.0","","104.9","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-04","1943","04","","","","","","","","","","","103.4","","0.0","","103.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-05","1943","05","","","","","","","","","","","102.6","","0.0","","102.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-06","1943","06","","","","","","","","","","","28.4","","0.0","","28.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-07","1943","07","","","","","","","","","","","29.0","","0.0","","29.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-08","1943","08","","","","","","","","","","","51.3","","0.0","","51.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-09","1943","09","","","","","","","","","","","48.3","","0.0","","48.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-10","1943","10","","","","","","","","","","","183.1","","0.0","","183.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-11","1943","11","","","","","","","","","","","82.0","","0.0","","82.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1943-12","1943","12","","","","","","","","","","","236.5","","0.0","","236.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-01","1944","01","","","","","","","","","","","203.5","","0.0","","203.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-02","1944","02","","","","","","","","","","","97.3","","16.5","","113.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-03","1944","03","","","","","","","","","","","92.2","","0.0","","92.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-04","1944","04","","","","","","","","","","","102.1","","0.0","","102.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-05","1944","05","","","","","","","","","","","44.5","","0.0","","44.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-06","1944","06","","","","","","","","","","","21.6","","0.0","","21.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-07","1944","07","","","","","","","","","","","15.5","","0.0","","15.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-08","1944","08","","","","","","","","","","","23.4","","0.0","","23.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-09","1944","09","","","","","","","","","","","135.1","","0.0","","135.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-10","1944","10","","","","","","","","","","","163.6","","0.0","","163.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-11","1944","11","","","","","","","","","","","225.3","","0.0","","225.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1944-12","1944","12","","","","","","","","","","","96.8","","0.0","","96.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-01","1945","01","","","","","","","","","","","240.8","","0.0","","240.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-02","1945","02","","","","","","","","","","","185.9","","0.0","","185.9","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-03","1945","03","","","","","","","","","","","226.8","","0.0","T","226.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-04","1945","04","","","","","","","","","","","105.9","","1.3","","107.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-05","1945","05","","","","","","","","","","","63.0","","0.0","","63.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-06","1945","06","","","","","","","","","","","22.9","","0.0","","22.9","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-07","1945","07","","","","","","","","","","","21.8","","0.0","","21.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-08","1945","08","","","","","","","","","","","32.0","","0.0","","32.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-09","1945","09","","","","","","","","","","","69.9","","0.0","","69.9","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-10","1945","10","","","","","","","","","","","187.7","","0.0","","187.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-11","1945","11","","","","","","","","","","","256.5","","12.4","","269.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1945-12","1945","12","","","","","","","","","","","174.0","","0.0","","174.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-01","1946","01","","","","","","","","","","","259.8","","31.2","","291.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-02","1946","02","","","","","","","","","","","230.1","","13.5","","243.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-03","1946","03","","","","","","","","","","","231.9","","0.0","","231.9","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-04","1946","04","","","","","","","","","","","195.1","","0.0","","195.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-05","1946","05","","","","","","","","","","","11.2","","0.0","","11.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-06","1946","06","","","","","","","","","","","127.5","","0.0","","127.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-07","1946","07","","","","","","","","","","","41.4","","0.0","","41.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-08","1946","08","","","","","","","","","","","20.1","","0.0","","20.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-09","1946","09","","","","","","","","","","","49.0","","0.0","","49.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-10","1946","10","","","","","","","","","","","152.1","","0.0","","152.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-11","1946","11","","","","","","","","","","","157.2","","3.3","","160.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1946-12","1946","12","","","","","","","","","","","211.8","","10.2","","222.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-01","1947","01","","","","","","","","","","","253.7","","29.7","","283.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-02","1947","02","","","","","","","","","","","181.6","","8.6","","190.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-03","1947","03","","","","","","","","","","","180.1","","0.0","","180.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-04","1947","04","","","","","","","","","","","148.1","","0.0","","148.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-05","1947","05","","","","","","","","","","","42.9","","0.0","","42.9","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-06","1947","06","","","","","","","","","","","58.2","","0.0","","58.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-07","1947","07","","","","","","","","","","","62.2","","0.0","","62.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-08","1947","08","","","","","","","","","","","13.5","","0.0","","13.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-09","1947","09","","","","","","","","","","","52.6","","0.0","","52.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-10","1947","10","","","","","","","","","","","240.5","","0.0","","240.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-11","1947","11","","","","","","","","","","","132.1","","0.0","","132.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1947-12","1947","12","","","","","","","","","","","329.7","","2.5","","332.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-01","1948","01","","","","","","","","","","","97.3","","0.0","","97.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-02","1948","02","","","","","","","","","","","241.3","","29.7","","271.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-03","1948","03","","","","","","","","","","","64.0","","2.5","","66.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-04","1948","04","","","","","","","","","","","98.8","","2.0","","100.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-05","1948","05","","","","","","","","","","","158.8","","0.0","","158.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-06","1948","06","","","","","","","","","","","49.0","","0.0","","49.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-07","1948","07","","","","","","","","","","","66.8","","0.0","","66.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-08","1948","08","","","","","","","","","","","99.8","","0.0","","99.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-09","1948","09","","","","","","","","","","","70.6","","0.0","","70.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-10","1948","10","","","","","","","","","","","128.0","","0.0","","128.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-11","1948","11","","","","","","","","","","","344.9","","21.8","","366.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1948-12","1948","12","","","","","","","","","","","201.2","","63.8","","264.9","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-01","1949","01","","","","","","","","","","","18.8","","2.5","","21.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-02","1949","02","","","","","","","","","","","121.2","","70.9","","192.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-03","1949","03","","","","","","","","","","","130.6","","0.0","","130.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-04","1949","04","","","","","","","","","","","60.5","","0.0","","60.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-05","1949","05","","","","","","","","","","","45.5","","0.0","","45.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-06","1949","06","","","","","","","","","","","44.5","","0.0","","44.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-07","1949","07","","","","","","","","","","","78.0","","0.0","","78.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-08","1949","08","","","","","","","","","","","45.7","","0.0","","45.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-09","1949","09","","","","","","","","","","","36.6","","0.0","","36.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-10","1949","10","","","","","","","","","","","180.3","","0.0","","180.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-11","1949","11","","","","","","","","","","","306.1","","0.0","","306.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1949-12","1949","12","","","","","","","","","","","154.2","","40.6","","194.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-01","1950","01","","","","","","","","","","","85.3","","88.1","","173.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-02","1950","02","","","","","","","","","","","264.9","","2.5","","267.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-03","1950","03","","","","","","","","","","","235.0","","1.0","","236.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-04","1950","04","","","","","","","","","","","136.4","","0.0","","136.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-05","1950","05","","","","","","","","","","","66.8","","0.0","","66.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-06","1950","06","","","","","","","","","","","34.8","","0.0","","34.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-07","1950","07","","","","","","","","","","","52.8","","0.0","","52.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-08","1950","08","","","","","","","","","","","77.2","","0.0","","77.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-09","1950","09","","","","","","","","","","","45.2","","0.0","","45.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-10","1950","10","","","","","","","","","","","254.0","","0.0","","254.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-11","1950","11","","","","","","","","","","","138.9","","8.6","","147.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1950-12","1950","12","","","","","","","","","","","274.8","","2.3","","277.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-01","1951","01","","","","","","","","","","","234.4","","50.0","","284.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-02","1951","02","","","","","","","","","","","263.1","","7.6","","270.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-03","1951","03","","","","","","","","","","","111.8","","67.6","","179.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-04","1951","04","","","","","","","","","","","63.8","","0.0","","63.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-05","1951","05","","","","","","","","","","","90.7","","0.0","","90.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-06","1951","06","","","","","","","","","","","9.1","","0.0","","9.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-07","1951","07","","","","","","","","","","","3.8","","0.0","","3.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-08","1951","08","","","","","","","","","","","18.5","","0.0","","18.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-09","1951","09","","","","","","","","","","","104.1","","0.0","","104.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-10","1951","10","","","","","","","","","","","139.4","","0.0","","139.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-11","1951","11","","","","","","","","","","","170.4","","0.0","","170.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1951-12","1951","12","","","","","","","","","","","128.3","","32.8","","161.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-01","1952","01","","","","","","","","","","","149.4","","64.3","","213.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-02","1952","02","","","","","","","","","","","145.0","","2.0","","147.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-03","1952","03","","","","","","","","","","","157.2","","0.0","","157.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-04","1952","04","","","","","","","","","","","71.1","","0.0","","71.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-05","1952","05","","","","","","","","","","","60.7","","0.0","","60.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-06","1952","06","","","","","","","","","","","114.8","","0.0","","114.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-07","1952","07","","","","","","","","","","","11.4","","0.0","","11.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-08","1952","08","","","","","","","","","","","32.0","","0.0","","32.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-09","1952","09","","","","","","","","","","","27.2","","0.0","","27.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-10","1952","10","","","","","","","","","","","54.1","","0.0","","54.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-11","1952","11","","","","","","","","","","","61.5","","0.0","","61.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1952-12","1952","12","","","","","","","","","","","208.3","","0.0","","208.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-01","1953","01","","","","","","","","","","","372.4","","7.6","","380.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-02","1953","02","","","","","","","","","","","120.4","","0.8","","121.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-03","1953","03","","","","","","","","","","","128.5","","3.6","","132.1","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-04","1953","04","","","","","","","","","","","74.7","","0.0","","74.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-05","1953","05","","","","","","","","","","","67.6","","0.0","","67.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-06","1953","06","","","","","","","","","","","61.5","","0.0","","61.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-07","1953","07","","","","","","","","","","","35.3","","0.0","","35.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-08","1953","08","","","","","","","","","","","47.0","","0.0","","47.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-09","1953","09","","","","","","","","","","","121.4","","0.0","","121.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-10","1953","10","","","","","","","","","","","144.3","","0.0","","144.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-11","1953","11","","","","","","","","","","","263.9","","0.0","","263.9","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1953-12","1953","12","","","","","","","","","","","302.0","","0.0","T","302.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-01","1954","01","","","","","","","","","","","146.1","","136.9","","283.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-02","1954","02","","","","","","","","","","","189.2","","8.1","","197.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-03","1954","03","","","","","","","","","","","63.0","","0.5","","63.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-04","1954","04","","","","","","","","","","","96.3","","0.0","","96.3","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-05","1954","05","","","","","","","","","","","58.2","","0.0","","58.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-06","1954","06","","","","","","","","","","","76.5","","0.0","","76.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-07","1954","07","","","","","","","","","","","57.7","","0.0","","57.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-08","1954","08","","","","","","","","","","","115.6","","0.0","","115.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-09","1954","09","","","","","","","","","","","110.5","","0.0","","110.5","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-10","1954","10","","","","","","","","","","","77.7","","0.0","","77.7","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-11","1954","11","","","","","","","","","","","402.8","","0.0","","402.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1954-12","1954","12","","","","","","","","","","","223.8","","0.0","","223.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-01","1955","01","","","","","","","","","","","136.7","","0.5","","137.2","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-02","1955","02","","","","","","","","","","","74.7","","24.9","","99.6","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-03","1955","03","","","","","","","","","","","161.5","","20.1","","181.6","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-04","1955","04","","","","","","","","","","","111.8","","0.0","T","111.8","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-05","1955","05","","","","","","","","","","","81.8","","0.0","","81.8","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-06","1955","06","","","","","","","","","","","74.4","","0.0","","74.4","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-07","1955","07","","","","","","","","","","","75.4","","0.0","","75.4","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-08","1955","08","","","","","","","","","","","8.4","","0.0","","8.4","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-09","1955","09","","","","","","","","","","","52.1","","0.0","","52.1","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-10","1955","10","","","","","","","","","","","171.5","","0.0","","171.5","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-11","1955","11","","","","","","","","","","","319.5","","12.7","","332.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1955-12","1955","12","","","","","","","","","","","167.6","","10.4","","178.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-01","1956","01","","","","","","","","","","","163.8","","4.8","","168.7","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-02","1956","02","","","","","","","","","","","122.2","","37.8","","160.0","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1956-03","1956","03","","","","","","","","","","","162.3","","22.9","","185.2","","","M","","","",""
